sco_cnty	area_name	area_type	cnty_unit	g_unit	page_number	row_number	occup_level	order_number	suborder_number	occupation	m_tot	m_10_13	m_14	m_15	m_16	m_17	m_18_19	m_20_24	m_25_44	m_45_64	m_65_69	m_70_up	m_age_ns	m_at_home	m_employer	m_employee	m_self	m_other	f_tot	f_10_13	f_14	f_15	f_16	f_17	f_18_19	f_20_24	f_25_44	f_45_64	f_65_69	f_70_up	f_age_ns	f_at_home	f_employer	f_employee	f_self	f_other	rec_num
SCOTLAND	TOTAL	Nation		10107260	274	158	3	9	1	"122. Coal, Shale, and Metalliferous Mine - Owners, Agents, Managers"	1425	0	2	5	4	10	11	69	768	489	48	19	0		187	1081	27	130	3	0	0	0	0	0	0	0	1	0	0	2	0		2	1	0	0	122
SCOTLAND	TOTAL	Nation		10107260	274	159	3	9	1	123. Other Mine Service	508	0	6	6	10	9	22	52	236	140	18	9	0		55	409	10	34	8	0	0	0	2	0	4	1	1	0	0	0	0		0	7	0	1	123
SCOTLAND	TOTAL	Nation		10107260	274	160	3	9	1	"124. Stone, Slate, &c., Mine or Quarry - Owners, Agents, Managers"	168	0	0	0	0	0	0	7	68	79	10	4	0		72	72	3	21																			124
SCOTLAND	TOTAL	Nation		10107260	274	161	3	9	1	"125. Stone - Miners, Quarriers"	6451	2	47	82	83	89	191	584	2929	2091	233	120	0		100	5802	38	511	2	0	0	0	0	0	1	0	1	0	0	0	0		0	2	0	0	125
SCOTLAND	TOTAL	Nation		10107260	274	162	3	9	1	"126. Stone - Cutters, Dressers"	3601	0	32	43	76	83	203	462	1690	882	85	45	0		47	3332	22	200	6	0	0	0	1	1	2	0	2	0	0	0	0		0	2	0	4	126
SCOTLAND	TOTAL	Nation		10107260	274	163	3	9	1	"127. Slate - Miners, Quarriers, Workers"	454	0	1	7	7	14	8	27	197	142	28	23	0		2	419	1	32	2	0	0	0	0	0	0	1	0	1	0	0	0		0	1	0	1	127
SCOTLAND	TOTAL	Nation		10107260	274	164	3	9	1	128. Limeburners	172	1	2	1	0	5	7	15	72	56	9	4	0		10	148	1	13																			128
SCOTLAND	TOTAL	Nation		10107260	274	165	3	9	1	"129. Clay, Sand, Gravel, Chalk - Pit, &c., Workers"	731	0	6	15	17	21	45	89	378	144	10	6	0		12	684	4	31	5	0	0	1	1	1	0	1	1	0	0	0	0		0	4	0	1	129
SCOTLAND	TOTAL	Nation		10107260	274	166	3	9	1	130. Other Workers in Products of Quarries	204	0	2	2	4	4	5	23	89	66	5	4	0		16	173	4	11	42	0	0	2	3	1	4	19	11	2	0	0	0	1	0	40	0	2	130
SCOTLAND	TOTAL	Nation		10107260	274	168	3	9	2	"131. Coal, Coke - Merchants, Dealers"	4002	0	5	12	21	36	85	333	1922	1277	163	148	0	18	1187	1511	1124	180	68	0	0	1	1	2	0	2	12	34	7	9	0	2	32	7	27	2	131
SCOTLAND	TOTAL	Nation		10107260	274	169	3	9	2	"132. Dealers in Stone, Slate, &c."	155	0	0	0	1	0	1	7	64	68	11	3	0	2	103	41	6	5	6	0	0	0	0	0	0	1	2	1	2	0	0		4	1	0	1	132
SCOTLAND	TOTAL	Nation		10107260	276	172	3	10	1	133. Pig Iron Manufacture (Blast Furnaces)	3345	1	30	50	56	55	140	349	1774	790	62	38	0		16	3035	0	294	4	0	0	0	0	0	1	1	2	0	0	0	0		0	3	0	1	133
SCOTLAND	TOTAL	Nation		10107260	276	173	3	10	1	134. Puddling Furnaces and Rolling Mills ; Tube Manufacture	14884	4	200	365	444	434	940	2239	7025	2917	216	100	0		58	14156	2	668	35	0	1	1	4	7	6	7	7	2	0	0	0		0	31	0	4	134
SCOTLAND	TOTAL	Nation		10107260	276	174	3	10	1	"135. Steel - Manufacture, Smelting, Founding"	9913	1	86	158	196	239	502	1297	5205	2058	115	56	0		53	9023	2	835	5	0	0	0	0	0	1	0	2	2	0	0	0		0	3	1	1	135
SCOTLAND	TOTAL	Nation		10107260	276	176	3	10	2	136. Lead Manufacture	116	0	0	1	2	1	7	11	68	22	3	1	0		4	108	0	4	11	0	0	0	0	0	0	7	1	3	0	0	0		2	9	0	0	136
SCOTLAND	TOTAL	Nation		10107260	276	177	3	10	2	137. Manufacture of other or unspecified Metals	1393	0	4	23	32	41	85	219	720	248	14	7	0		21	1315	3	54	19	0	2	1	1	1	4	7	3	0	0	0	0		0	15	0	4	137
SCOTLAND	TOTAL	Nation		10107260	276	179	3	10	3	138. Patternmakers	3914	0	44	90	171	154	384	816	1407	752	54	42	0		22	3711	21	160	8	0	0	1	0	0	1	3	1	1	0	1	0		0	8	0	0	138
SCOTLAND	TOTAL	Nation		10107260	276	180	3	10	3	139. Millwrights	559	0	2	5	12	15	48	74	187	171	18	27	0		69	441	30	19	1	0	0	0	0	0	0	0	0	1	0	0	0		0	1	0	0	139
SCOTLAND	TOTAL	Nation		10107260	276	181	3	10	3	140. Ironfounders	29188	8	399	681	740	739	1693	3906	13758	6535	508	220	1		225	26781	5	2177	167	1	6	12	18	25	31	52	21	0	0	1	0		0	138	0	29	140
SCOTLAND	TOTAL	Nation		10107260	276	182	3	10	3	141. Brassfounders	1812	0	29	53	57	51	140	260	806	371	28	17	0		102	1613	10	87	29	0	0	2	6	5	6	6	3	1	0	0	0		0	29	0	0	141
SCOTLAND	TOTAL	Nation		10107260	276	183	3	10	3	"142. Blacksmiths, Strikers"	22388	4	217	409	585	671	1310	2693	9119	6149	778	451	2	238	1845	18208	1051	1284	31	0	0	0	0	0	1	1	9	12	3	5	0		20	5	1	5	142
SCOTLAND	TOTAL	Nation		10107260	276	184	3	10	3	"143. Erectors, Fitters, Turners"	23264	3	187	512	954	1060	2403	4250	9329	4086	338	142	0		49	21694	18	1503	5	0	0	0	0	0	0	2	2	1	0	0	0		0	1	0	4	143
SCOTLAND	TOTAL	Nation		10107260	276	185	3	10	3	144. Brass Finishers	3505	1	42	106	137	132	224	478	1501	764	78	42	0	1	36	3274	9	186	12	0	0	1	2	0	2	1	4	2	0	0	0		0	11	0	1	144
SCOTLAND	TOTAL	Nation		10107260	276	186	3	10	3	145. Coppersmiths	1151	0	10	23	44	49	84	172	477	263	18	11	0		33	1056	3	59																			145
SCOTLAND	TOTAL	Nation		10107260	276	187	3	10	3	146. Metal Machinists	5449	0	21	55	91	102	253	703	2958	1178	75	13	0		17	5166	7	259	175	0	5	8	12	13	28	67	38	3	1	0	0		1	165	3	6	146
SCOTLAND	TOTAL	Nation		10107260	276	188	3	10	3	147. Labourers in Engineering Works	5719	0	30	62	77	98	290	824	2731	1373	146	87	1		5	3333	1	2380	6	0	0	0	1	1	1	3	0	0	0	0	0		0	2	0	4	147
SCOTLAND	TOTAL	Nation		10107260	276	189	3	10	3	148. Boiler Makers	9749	2	88	149	276	286	618	1571	4312	2172	173	102	0		69	9150	16	514																			148
SCOTLAND	TOTAL	Nation		10107260	276	190	3	10	3	149. Other or undefined Workers in Engine and Machine Making	26223	3	305	708	931	1040	2317	4563	11077	4615	420	244	0	12	713	23415	182	1913	1811	0	28	93	104	126	308	649	457	41	4	1	0	4	2	1612	5	192	149
SCOTLAND	TOTAL	Nation		10107260	276	192	3	10	4	150. Electrical Cable Manufacture	118	0	1	5	5	7	3	22	62	13	0	0	0		1	101	0	16	25	0	0	3	5	4	4	7	2	0	0	0	0		0	25	0	0	150
SCOTLAND	TOTAL	Nation		10107260	276	193	3	10	4	151. Electric Lamp Manufacture	80	0	0	0	1	2	2	16	51	7	0	1	0	2	0	67	2	11	2	0	0	0	0	0	2	0	0	0	0	0	0		0	2	0	0	151
SCOTLAND	TOTAL	Nation		10107260	276	194	3	10	4	152. Other Electrical Apparatus Makers ; Electric Fitters ; Electricians (undefined)	6935	0	58	156	275	332	560	1427	3452	639	30	6	0	8	199	5860	58	818	64	0	5	3	6	2	10	18	14	6	0	0	0		2	50	2	10	152
SCOTLAND	TOTAL	Nation		10107260	278	196	3	10	5	153. Tool Makers	1258	0	31	34	37	41	84	167	566	260	23	15	0	4	51	1134	18	55	29	0	0	1	0	1	9	8	7	2	0	1	0		1	25	0	3	153
SCOTLAND	TOTAL	Nation		10107260	278	197	3	10	5	154. File Makers	67	0	0	0	1	0	3	6	33	20	3	1	0		3	62	0	2	16	0	0	2	2	1	8	2	1	0	0	0	0		0	15	0	1	154
SCOTLAND	TOTAL	Nation		10107260	278	198	3	10	5	155. Saw Makers	135	0	1	2	3	5	8	20	48	36	7	5	0	4	13	97	15	10	2	0	0	0	0	0	0	1	1	0	0	0	0		1	1	0	0	155
SCOTLAND	TOTAL	Nation		10107260	278	199	3	10	5	156. Cutlers ; Scissors Makers	153	0	1	3	3	2	7	18	59	49	9	2	0	5	10	53	73	17	3	0	0	0	0	0	1	1	0	1	0	0	0		0	2	0	1	156
SCOTLAND	TOTAL	Nation		10107260	278	200	3	10	5	"157. Needle, Pin - Makers"	77	0	2	1	1	2	1	13	47	9	0	1	0	1	0	73	1	3	49	0	1	5	0	2	7	21	8	4	1	0	0		0	46	0	3	157
SCOTLAND	TOTAL	Nation		10107260	278	201	3	10	5	158. Steel Pen Makers	2	0	0	0	0	0	0	1	1	0	0	0	0		0	2	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0		0	2	0	0	158
SCOTLAND	TOTAL	Nation		10107260	278	203	3	10	6	"159. Roller Engravers, Block Cutters (for Textile, &c., Printing)"	169	0	2	4	5	7	6	23	58	56	3	5	0	1	5	149	3	12	13	0	2	1	0	2	2	4	1	1	0	0	0		0	12	0	1	159
SCOTLAND	TOTAL	Nation		10107260	278	204	3	10	6	"160. Type - Cutters, Founders"	310	0	9	1	7	3	10	25	128	106	14	7	0		7	274	3	26	33	0	1	2	0	1	2	5	18	4	0	0	0		0	30	0	3	160
SCOTLAND	TOTAL	Nation		10107260	278	205	3	10	6	"161. Die, Seal, Coin, Medal - Makers"	78	0	1	1	1	5	10	22	25	11	2	0	0		7	65	1	5	22	0	2	4	3	2	4	2	4	1	0	0	0		0	20	0	2	161
SCOTLAND	TOTAL	Nation		10107260	278	207	3	10	7	"162. Gunsmiths, Gun Manufacturers"	298	0	4	6	4	5	13	34	151	68	9	4	0	5	18	252	11	17	4	0	0	0	1	0	1	1	1	0	0	0	0		0	4	0	0	162
SCOTLAND	TOTAL	Nation		10107260	278	208	3	10	7	"163. Sword, Bayonet - Makers"	2	0	0	0	0	0	0	0	1	1	0	0	0		2	0	0	0																			163
SCOTLAND	TOTAL	Nation		10107260	278	210	3	10	8	164. Nail Manufacture	294	2	9	16	15	10	18	37	132	41	7	7	0		8	269	3	14	134	0	6	16	15	12	24	38	20	3	0	0	0		0	120	0	14	164
SCOTLAND	TOTAL	Nation		10107260	278	211	3	10	8	"165. Bolt, Nut, Rivet, Screw, Staple - Makers"	857	1	33	72	52	41	62	135	327	113	11	10	0		17	806	2	32	401	0	8	20	39	54	93	125	59	3	0	0	0		0	385	0	16	165
SCOTLAND	TOTAL	Nation		10107260	278	212	3	10	8	"166. Anchor, Chain - Manufacture"	72	0	3	3	3	2	5	6	23	23	2	2	0		2	68	0	2	12	0	0	1	0	1	2	8	0	0	0	0	0		0	11	0	1	166
SCOTLAND	TOTAL	Nation		10107260	278	213	3	10	8	"167. Stove, Grate, Range, Fire Iron - Makers"	1368	1	40	43	48	51	94	221	650	198	13	9	0		28	1269	11	60	20	0	0	2	4	0	4	6	2	2	0	0	0		0	18	0	2	167
SCOTLAND	TOTAL	Nation		10107260	278	214	3	10	8	"168. Wire - Drawers, Makers, Workers, Weavers"	1344	0	30	57	56	53	101	205	560	249	17	16	0	23	53	1173	60	58	435	0	23	49	51	59	94	111	44	2	1	1	0		0	393	0	42	168
SCOTLAND	TOTAL	Nation		10107260	278	215	3	10	8	"169. White Metal, Plated - Ware Manufacturers ; Pewterers"	270	0	1	3	6	9	11	28	147	57	7	1	0	3	19	222	14	15	34	0	4	2	0	5	6	6	10	1	0	0	0		1	33	0	0	169
SCOTLAND	TOTAL	Nation		10107260	278	216	3	10	8	170. Tinplate Goods Makers	3493	2	56	98	144	117	272	526	1388	755	78	55	2	39	117	2866	206	304	270	1	8	24	33	21	64	56	50	9	1	1	2	1	2	241	0	27	170
SCOTLAND	TOTAL	Nation		10107260	278	217	3	10	8	171. Copper Workers	63	0	1	1	3	0	3	4	33	15	2	1	0		2	60	0	1	2	0	0	0	0	0	1	0	1	0	0	0	0		0	2	0	0	171
SCOTLAND	TOTAL	Nation		10107260	278	218	3	10	8	172. Leaden Goods Makers	45	0	0	1	0	1	3	8	16	14	1	1	0	2	3	38	1	3	9	0	0	1	0	0	1	5	2	0	0	0	0		0	9	0	0	172
SCOTLAND	TOTAL	Nation		10107260	278	219	3	10	8	173. Zinc Workers	23	0	0	1	2	1	0	3	12	2	2	0	0		0	22	0	1																			173
SCOTLAND	TOTAL	Nation		10107260	278	220	3	10	8	"174. Brass, Bronze - Workers"	348	0	3	9	13	12	23	38	159	84	5	2	0	1	5	328	1	14	23	0	2	0	2	2	2	7	8	0	0	0	0		0	23	0	0	174
SCOTLAND	TOTAL	Nation		10107260	278	221	3	10	8	175. Other Iron Goods Makers ; Iron Workers (undefined)	2964	1	62	91	79	100	186	395	1460	527	45	18	0	3	59	2541	14	350	99	0	4	4	11	14	24	25	13	3	1	0	0		1	92	2	4	175
SCOTLAND	TOTAL	Nation		10107260	278	222	3	10	8	176. Other Metal Workers	775	0	4	4	14	15	45	127	417	130	12	7	0	1	28	711	10	26	62	0	2	6	5	2	7	21	11	8	0	0	0	2	1	57	2	2	176
SCOTLAND	TOTAL	Nation		10107260	278	224	3	10	9	"177. Ship - Platers, Rivetters, &c."	16977	4	245	469	539	553	1226	2968	7605	3107	198	63	0		11	15641	2	1323																			177
SCOTLAND	TOTAL	Nation		10107260	278	225	3	10	9	178. Ship - Other Workers in Iron	4989	0	33	101	147	175	361	857	2256	969	57	32	1		10	4509	2	468	17	0	0	1	0	0	5	4	4	2	0	1	0		0	16	0	1	178
SCOTLAND	TOTAL	Nation		10107260	278	226	3	10	9	179. Shipwrights	8248	0	34	78	158	230	530	1278	3334	2097	306	203	0		79	7593	61	515																			179
SCOTLAND	TOTAL	Nation		10107260	278	227	3	10	9	180. Ship - Other Workers in Wood	1953	0	14	39	59	55	146	290	754	496	63	37	0		6	1784	16	147	23	0	2	1	3	4	2	8	3	0	0	0	0		0	21	0	2	180
SCOTLAND	TOTAL	Nation		10107260	278	228	3	10	9	181. Ship Painters ; Shipyard Labourers (undefined) ; Others in Ship and Boat Building	18689	2	239	392	469	487	1131	2866	8600	3918	362	223	0	5	196	15343	74	3076	239	0	2	11	22	16	42	72	61	11	2	0	0		0	213	0	26	181
SCOTLAND	TOTAL	Nation		10107260	280	230	3	10	10	"182. Railway - Coach, Wagon Makers"	2809	0	42	56	55	57	123	348	1248	774	77	29	0		8	1953	7	841	3	0	0	0	0	1	0	0	2	0	0	0	0		0	3	0	0	182
SCOTLAND	TOTAL	Nation		10107260	280	231	3	10	10	183. Cycle Makers	947	0	21	48	45	57	99	168	392	110	4	3	0	21	72	684	148	43	71	0	0	7	5	4	14	19	19	1	1	1	0	1	4	63	1	3	183
SCOTLAND	TOTAL	Nation		10107260	280	232	3	10	10	184. Motor Car Makers	2708	0	28	77	104	117	246	637	1281	197	16	5	0		101	2465	30	112	22	0	1	0	2	1	4	9	5	0	0	0	0		0	19	0	3	184
SCOTLAND	TOTAL	Nation		10107260	280	233	3	10	10	"185. Coach, Carriage - Makers"	2783	0	40	53	70	74	191	307	1215	678	92	63	0		249	2305	83	146	11	0	0	0	0	0	1	3	3	4	0	0	0		1	9	0	1	185
SCOTLAND	TOTAL	Nation		10107260	280	234	3	10	10	186. Wheelwrights	185	0	2	4	3	4	6	17	84	52	7	6	0		18	139	19	9																			186
SCOTLAND	TOTAL	Nation		10107260	280	235	3	10	10	187. Others in Construction of Vehicles	1031	0	14	15	17	20	48	127	442	273	37	38	0	15	95	792	85	59	8	0	1	0	0	0	1	4	1	1	0	0	0		0	7	0	1	187
SCOTLAND	TOTAL	Nation		10107260	280	237	3	10	11	"188. Ironmongers ; Hardware - Dealers, Merchants"	4491	2	78	173	212	187	339	617	1752	970	97	64	0	16	1100	2681	448	262	1371	0	39	61	72	89	131	241	463	231	30	14	0	25	83	874	348	66	188
SCOTLAND	TOTAL	Nation		10107260	280	238	3	10	11	"189. Other Dealers in Metals, Machines, &c."	986	0	6	10	10	10	34	83	531	270	22	10	0	10	252	452	228	54	210	0	10	21	21	9	35	49	51	12	2	0	0	1	9	168	4	29	189
SCOTLAND	TOTAL	Nation		10107260	280	241	3	11	1	"190. Goldsmiths, Silversmiths, Jewellers"	1196	0	19	36	32	36	60	142	486	329	28	28	0	26	232	781	129	54	234	0	4	6	9	16	32	64	81	21	1	0	0	4	13	197	9	15	190
SCOTLAND	TOTAL	Nation		10107260	280	242	3	11	1	191. Lapidaries and other Workers	57	0	0	3	1	3	1	6	23	18	2	0	0	5	9	34	13	1	12	0	0	2	1	1	1	3	2	2	0	0	0	1	0	11	1	0	191
SCOTLAND	TOTAL	Nation		10107260	280	244	3	11	2	"192. Watchmakers, Clockmakers"	2102	0	25	58	70	69	142	277	863	495	55	48	0	127	384	1153	474	91	57	0	0	2	6	2	15	13	12	3	1	3	0		3	41	4	9	192
SCOTLAND	TOTAL	Nation		10107260	280	245	3	11	2	193. Scientific Instrument Makers ; Opticians ; Photographic Apparatus Makers	796	0	6	26	45	41	82	123	355	105	9	4	0	6	84	658	28	26	56	0	5	2	2	5	5	13	19	5	0	0	0	1	1	53	1	1	193
SCOTLAND	TOTAL	Nation		10107260	280	246	3	11	2	194. Weighing and Measuring Apparatus Makers	865	0	7	16	24	28	34	90	464	173	20	9	0	6	28	736	16	85	86	0	2	4	3	6	16	32	20	3	0	0	0	6	0	77	0	9	194
SCOTLAND	TOTAL	Nation		10107260	280	247	3	11	2	195. Surgical and Dental Instrument and Apparatus Makers	275	0	5	13	11	10	34	58	107	34	2	1	0	18	29	210	19	17	53	0	2	1	9	3	9	15	9	5	0	0	0		1	50	0	2	195
SCOTLAND	TOTAL	Nation		10107260	280	249	3	11	3	"196. Piano, Organ - Makers"	654	0	13	17	18	19	49	100	314	103	12	9	0	21	45	480	101	28	21	0	1	0	0	0	1	8	9	2	0	0	0	1	2	18	1	0	196
SCOTLAND	TOTAL	Nation		10107260	280	250	3	11	3	197. Other Musical Instrument Makers	122	0	1	2	3	3	7	11	54	28	7	6	0	11	11	74	29	8	5	0	0	0	0	0	1	2	1	1	0	0	0		1	3	0	1	197
SCOTLAND	TOTAL	Nation		10107260	280	252	3	11	4	"198. Fishing Tackle, Toy, Game Apparatus - Makers"	957	0	19	28	41	44	89	144	403	169	9	11	0	26	112	717	69	59	583	0	26	37	55	58	103	178	110	14	1	1	0	4	1	535	3	44	198
SCOTLAND	TOTAL	Nation		10107260	280	254	3	11	5	"199. Dealers in Precious Metals, Jewellery, and Watches"	652	1	1	7	17	21	24	80	288	183	21	9	0	18	204	287	129	32	213	0	3	8	19	13	26	61	63	15	4	1	0		7	185	5	16	199
SCOTLAND	TOTAL	Nation		10107260	280	255	3	11	5	"200. Dealers in Instruments, Toys, &c."	190	0	1	1	1	6	6	22	97	47	5	4	0	6	44	100	29	17	86	0	8	1	1	3	13	12	30	12	2	4	0	2	2	66	14	4	200
SCOTLAND	TOTAL	Nation		10107260	282	258	3	12	1	"201. Architectural, Monumental - Carvers, Sculptors, Masons"	987	0	4	13	19	24	60	144	464	227	23	9	0		106	798	54	29	4	0	0	0	0	0	0	0	4	0	0	0	0		0	4	0	0	201
SCOTLAND	TOTAL	Nation		10107260	282	259	3	12	1	202. Builders	2269	1	4	5	7	17	52	106	924	902	133	118	0		1191	800	165	113	3	0	0	0	0	0	0	0	1	1	0	1	0		3	0	0	0	202
SCOTLAND	TOTAL	Nation		10107260	282	260	3	12	1	203. Builders' Labourers	1609	0	2	3	12	13	37	107	869	509	31	26	0		8	1063	5	533	2	0	1	0	0	0	0	0	1	0	0	0	0		0	1	0	1	203
SCOTLAND	TOTAL	Nation		10107260	282	261	3	12	1	"204. Carpenters, Joiners"	29430	4	195	457	726	767	1591	3862	11579	8318	1076	853	2	429	2794	23428	1756	1452	19	0	0	0	0	0	1	1	8	6	3	0	0	1	9	8	0	2	204
SCOTLAND	TOTAL	Nation		10107260	282	262	3	12	1	"205. Carpenters', Joiners' - Labourers"	322	0	2	5	2	8	21	52	137	83	8	4	0		0	219	0	103																			205
SCOTLAND	TOTAL	Nation		10107260	282	263	3	12	1	206. Bricklayers	3441	1	12	37	49	57	133	497	1836	736	59	24	0		60	3157	12	212																			206
SCOTLAND	TOTAL	Nation		10107260	282	264	3	12	1	207. Bricklayers' Labourers	1674	1	3	5	10	11	49	162	957	439	22	15	0		1	975	1	697																			207
SCOTLAND	TOTAL	Nation		10107260	282	265	3	12	1	208. Masons	12967	0	22	45	77	118	258	947	6231	4396	556	317	0		739	11029	524	675	8	0	0	0	1	0	0	2	2	3	0	0	0		0	8	0	0	208
SCOTLAND	TOTAL	Nation		10107260	282	266	3	12	1	209. Masons' Labourers	5328	0	6	9	24	33	83	293	2742	1855	174	109	0		3	3683	3	1639	3	0	0	0	0	0	0	0	1	1	1	0	0		0	1	0	2	209
SCOTLAND	TOTAL	Nation		10107260	282	267	3	12	1	"210. Slaters, Tilers"	5518	0	16	51	78	119	225	578	2423	1757	166	105	0		833	4101	317	267	7	0	0	0	0	0	1	1	2	2	0	1	0		3	4	0	0	210
SCOTLAND	TOTAL	Nation		10107260	282	268	3	12	1	211. Plasterers	3702	0	14	54	82	78	177	532	1557	1007	127	74	0		414	3042	94	152	4	0	0	0	0	0	0	0	2	2	0	0	0		0	3	0	1	211
SCOTLAND	TOTAL	Nation		10107260	282	269	3	12	1	212. Plasterers' Labourers	857	0	2	3	6	3	7	45	489	271	20	11	0		1	550	0	306																			212
SCOTLAND	TOTAL	Nation		10107260	282	270	3	12	1	"213. Painters, Paperhangers, Decorators"	15552	10	247	423	577	561	1075	2311	6789	3143	260	155	1	44	1461	12977	403	711	52	1	1	4	4	4	6	5	10	10	4	3	0	1	19	29	2	2	213
SCOTLAND	TOTAL	Nation		10107260	282	271	3	12	1	214. Glaziers	780	0	5	14	28	23	40	92	351	188	26	13	0		52	674	21	33	3	0	0	0	0	0	1	1	0	0	0	1	0		0	1	0	2	214
SCOTLAND	TOTAL	Nation		10107260	282	272	3	12	1	"215. Plumbers, Gasfitters"	11543	2	147	331	509	501	892	1904	4890	2112	159	96	0	26	1330	9355	295	563	35	0	1	3	3	0	1	3	10	7	2	5	0		14	18	2	1	215
SCOTLAND	TOTAL	Nation		10107260	282	273	3	12	1	"216. Locksmiths, Bellhangers"	108	0	0	5	1	3	5	10	42	35	5	2	0		16	77	8	7	7	0	0	0	1	0	0	0	2	2	0	2	0		4	3	0	0	216
SCOTLAND	TOTAL	Nation		10107260	282	275	3	12	2	"217. Railway, Canal, Harbour, &c. - Contractors"	285	0	2	7	5	5	10	18	120	94	15	9	0		105	142	20	18	1	0	0	0	0	0	0	0	0	0	0	1	0		1	0	0	0	217
SCOTLAND	TOTAL	Nation		10107260	282	276	3	12	2	"218. Navvies ; Railway, &c., Contractors' Labourers"	2348	0	17	26	26	39	75	247	1362	511	35	10	0		4	1924	2	418																			218
SCOTLAND	TOTAL	Nation		10107260	282	277	3	12	2	"219. Well, Mine - Sinkers, Borers"	429	0	0	0	0	5	11	50	240	106	10	7	0		41	355	5	28																			219
SCOTLAND	TOTAL	Nation		10107260	282	278	3	12	2	"220. Road - Contractors, Surveyors, Inspectors"	110	0	0	0	1	2	0	8	48	39	4	8	0		43	31	9	27																			220
SCOTLAND	TOTAL	Nation		10107260	282	279	3	12	2	221. Paviours ; Road Labourers	7131	0	11	17	31	31	99	380	2841	2836	471	413	1		102	5467	87	1475	1	0	0	0	0	0	0	0	0	1	0	0	0		0	0	0	1	221
SCOTLAND	TOTAL	Nation		10107260	282	282	3	13	1	222. Cabinet Makers	6467	2	93	149	203	214	361	796	2721	1586	193	149	0	56	626	5256	288	297	165	0	4	10	10	12	20	52	39	15	1	2	0	3	12	146	2	5	222
SCOTLAND	TOTAL	Nation		10107260	282	283	3	13	1	223. French Polishers	1167	0	13	26	34	34	71	172	584	201	23	9	0	7	23	1032	36	76	2056	3	62	94	118	147	283	596	636	108	4	5	0	12	8	1942	17	89	223
SCOTLAND	TOTAL	Nation		10107260	282	284	3	13	1	224. Upholsterers	2508	1	29	64	78	63	123	319	1158	604	41	28	0	23	176	2111	110	111	991	0	14	43	53	68	98	219	356	121	15	4	0	18	5	916	19	51	224
SCOTLAND	TOTAL	Nation		10107260	282	285	3	13	1	225. House and Shop Fittings Makers	622	0	5	4	14	14	26	77	323	136	17	6	0	3	75	495	15	37	50	0	1	5	1	7	6	14	11	4	1	0	0	1	1	45	3	1	225
SCOTLAND	TOTAL	Nation		10107260	282	286	3	13	1	226. Undertakers ; Funeral Furniture Makers	259	0	0	0	3	2	3	21	106	109	8	7	0	8	46	168	40	5	29	0	0	0	2	0	7	6	6	5	0	3	0		2	23	0	4	226
SCOTLAND	TOTAL	Nation		10107260	282	287	3	13	1	227. Wood Carvers ; Carvers and Gilders	1062	0	9	16	30	29	45	109	461	299	31	33	0	25	83	798	130	51	141	0	4	7	16	10	17	37	44	5	1	0	0	3	3	126	7	5	227
SCOTLAND	TOTAL	Nation		10107260	282	288	3	13	1	"228. Willow, Cane, Rush - Workers ; Basket Makers"	510	1	5	10	17	10	24	79	195	137	18	14	0	26	28	356	87	39	144	0	19	14	17	27	31	14	15	4	2	1	0	4	0	132	2	10	228
SCOTLAND	TOTAL	Nation		10107260	282	289	3	13	1	229. Dealers in Works of Art	174	0	1	0	1	4	3	9	78	65	8	5	0	11	62	50	49	13	88	0	2	3	1	2	9	24	28	17	0	2	0	2	6	60	13	9	229
SCOTLAND	TOTAL	Nation		10107260	282	290	3	13	1	"230. Furniture, &c., Dealers"	1156	0	3	7	11	13	31	101	641	301	27	21	0	10	198	697	223	38	465	0	9	9	23	20	40	105	172	75	9	3	0	4	24	321	79	41	230
SCOTLAND	TOTAL	Nation		10107260	284	292	3	13	2	231. Sawyers ; Wood Cutting Machinists	7883	4	188	290	336	285	516	956	3265	1763	178	102	0	8	116	7248	64	455	75	0	3	4	9	9	14	22	11	3	0	0	0		0	70	0	5	231
SCOTLAND	TOTAL	Nation		10107260	284	293	3	13	2	"232. Lath, Wooden Fence, Hurdle - Makers"	378	0	1	6	4	5	11	36	127	165	6	17	0	1	45	308	5	20	5	0	0	0	0	2	0	2	1	0	0	0	0		0	4	0	1	232
SCOTLAND	TOTAL	Nation		10107260	284	294	3	13	2	233. Wood Turners	1069	2	35	55	40	32	52	105	383	298	46	21	0	9	46	909	26	88	6	0	1	0	1	1	0	1	2	0	0	0	0		0	5	1	0	233
SCOTLAND	TOTAL	Nation		10107260	284	295	3	13	2	"234. Wooden Box, Packing Case - Makers"	1838	1	60	93	110	89	170	256	771	254	26	8	0	3	36	1709	16	77	408	2	32	47	47	53	62	94	61	7	3	0	0	2	1	385	1	21	234
SCOTLAND	TOTAL	Nation		10107260	284	296	3	13	2	"235. Coopers ; Hoop - Makers, Benders"	5903	0	54	99	171	183	383	861	2432	1459	167	94	0	12	123	5300	128	352	40	0	1	3	4	4	10	13	3	0	1	1	0	1	1	29	1	9	235
SCOTLAND	TOTAL	Nation		10107260	284	297	3	13	2	"236. Cork, Bark - Cutters, Workers"	203	0	0	9	2	9	8	11	50	87	20	7	0	3	17	160	11	15	145	1	5	17	19	16	26	34	23	3	1	0	0		1	135	0	9	236
